tempo,delay
2990,38.490702570794
3000,38.6258468716927
3010,38.7960800440724
3020,38.6937006655317
3030,38.7617932756041
3040,38.710776305908
3050,38.5243628070392
3060,38.5750380928501
3070,38.7277170398082
3080,38.6427133367597
3090,38.7448227230636
3100,38.710776305908
3110,38.7789290810945
3120,38.710776305908
3130,39.0195175626849
3140,38.8645337810528
3150,38.7277170398082
3160,38.8817605661184
3170,38.933229511388
3180,38.2456976903907
3190,38.2982897384306
3200,38.2982897384306
3210,38.4391749324604
3220,38.5453862397874
3230,38.5453862397874
3240,38.4745152529527
3250,38.5987851092728
3260,38.6880519119719
3270,38.1222927482968
3280,38.1588684837216
3290,39.0491803935232
3300,38.5847450060471
3310,38.2689968992872
3320,38.3613144872902
3330,38.472721385786
3340,38.0195827488043
3350,38.9242328752547
3360,38.483620192567
3370,39.0785100841149
3380,39.0583349105209
3390,39.97817974217
3400,38.4027069888142
3410,38.443740821541
3420,38.300826558151
3430,39.0455594200902
3440,38.4027069888142
3450,38.2197453304962
3460,39.0035391912754
3470,39.1088368804721
3480,38.3850772688226
3490,38.578301492121
3500,38.1298467165248
3510,38.4027069888142
3520,38.3016270569875
3530,38.9824674515265
3540,38.3823994371617
3550,38.1924387159493
3560,39.0293627234099
3570,38.3472590901949
3580,38.2806164513879
3590,38.3277788798519
3600,38.5815976481448
